App Name,App ID,App Version,Install Result,Launch Result,Comment
Peace Word Search,com.econogames.wordsearch.gp ,NA ,FAIL ,NA ,App not found
Wyndham Hotels & Resorts,com.wyndhamhotelgroup.wyndhamrewards ,5.4.0 ,PASS ,PASS ,nan
Case Tracker US Immigration,com.saldous.casetracker ,4.2.0 ,PASS ,PASS ,nan
Super Car Merge,com.StykeGames.SuperCarMerge ,3.1.1.0 ,PASS ,PASS ,nan
"Notes Launcher: Notepad, To-do",com.notes.todolist.notebook.checklist.notepad.android ,1.20.1 ,PASS ,PASS ,nan
PulsePoint Respond,mobi.firedepartment ,NA ,FAIL ,NA ,Not compatible with this version
Classic Slots - Casino Games,com.aaagame.aaacasino ,1.0.744 ,PASS ,PASS ,nan
King Soopers,com.kingsoopers.mobile ,80.2,PASS ,PASS ,nan
FloatMe: Budget & Cash Advance,io.floatme.floatmeapp ,7.12.0 ,PASS ,PASS ,nan
Ant Legion: For The Swarm,com.global.antgame ,7.1.161 ,PASS ,PASS ,nan
Multi Maze 3D,com.AlexandrJanashvili.MultiMaze3D ,2.9.0.2 ,PASS ,PASS ,nan
MONOPOLY Poker - Texas Holdem,com.youdagames.monopolypoker ,1.11.0 ,PASS ,PASS ,nan
Nextbots In Playground mod,com.rimashev.nextbots.sandbox ,6.9.0 ,PASS ,PASS ,nan
BeReal. Your friends for real.,com.bereal.ft ,3.23.1 ,PASS ,PASS ,nan
IXL,com.ixl.ixlmath ,8.0.1 ,PASS ,PASS ,nan
PDF Reader & PDF Viewer,com.ezpdf.read.view.editor.pdfreader.pdfviewer ,NA ,FAIL ,NA ,Not compatible with this version
FPL,com.nee.fpl ,6.18.0 ,PASS ,PASS ,nan
LifeLock Identity by Norton,com.symantec.lifelock.memberapp ,1.9,PASS ,PASS ,nan
GalateaTV: Watch Short Movies,com.inkitt.app.galateatv.android ,2.3.0 ,PASS ,PASS ,nan
Ocean Shelf: Fishy Frenzy,com.oceansea.shelfclear.fishy.frenzy.tornado ,1.0.3 ,PASS ,PASS ,nan
Animal Avatar Merge,com.menagerie.merge.fun.avatar ,1.1.3 ,PASS ,PASS ,nan
SpotHero - Find Parking,com.spothero.spothero ,7.7.1 ,PASS ,PASS ,nan
CESCO Digital,com.dtop_mobile ,2.15.0 ,PASS ,PASS ,nan
Crazy Sort - Goods Sort 3D,com.crazysort.supermarket.goodstriple ,1.6.5 ,PASS ,PASS ,nan
Live Weather Radar Launcher,com.weatherradarhome.weather.forecast.live.radar.aqi.android ,3.0.0 ,PASS ,PASS ,nan
Gusto Mobile,com.gusto.money ,3.6.0 ,PASS ,PASS ,nan
"Shell: Fuel, Charge & More",com.shell.sitibv.motorist.america ,7.11.0 ,PASS ,PASS ,nan
Black Hole Master,com.blackhole.collector.master ,0.37,PASS ,PASS ,nan
Hidden Objects - The Journey,games.taplab.thejourney ,1.1.27 ,PASS ,PASS ,nan
Hertz Rent-a-Car Deals - Easy!,com.hertz.android.digital ,4.67.0 ,PASS ,PASS ,nan
Merge Blast,com.gimica.mergeblast ,1.0.33 ,PASS ,PASS ,nan
WeAM: Videos for Gen X & Y,com.weamapp.us ,1.21.0 ,PASS ,PASS ,nan
Sticker GO!,air.ynfo.stickergo ,4.0.150 ,PASS ,PASS ,nan
NW Publisher,com.jwscheduler.jws ,3.7.7 ,PASS ,PASS ,nan
Mechangelion - Robot Fighting,com.tsyatsya.mechangelion ,2.8,PASS ,PASS ,nan
Solitaire - Classic Card Game,solitaire.arcadegames.freecard.solitaireplus.epic.klodike ,1.48.305 ,PASS ,PASS ,nan
JLab,com.jlab.app ,1.8.9.9 ,PASS ,PASS ,nan
Audio Master - Ringtone Maker,com.make.audker.mipbui ,1.00.002 ,PASS ,PASS ,nan
Monster Mukbang: Jelly Store,com.par.monster.jelly.ASMR.mukbang ,0.8,PASS ,PASS ,nan
Lifetime: TV Shows & Movies,com.aetn.lifetime.watch ,6.11.0 ,PASS ,PASS ,nan
Coin Car Games: Simulator,com.cmgames.CoinCars ,1.0.71 ,PASS ,PASS ,nan
Blood Sugar & Pressure Tracker,bloodsugar.diabetes.pressuretraker ,1.8.8 ,PASS ,PASS ,nan
Illinois Tollway,com.tollway ,3.8.0 ,PASS ,PASS ,nan
Puff Up - Balloon puzzle game,com.aa.puffup ,2.8.38 ,PASS ,PASS ,nan
Nintendo Switch Online,com.nintendo.znca ,2.12.0 ,PASS ,PASS ,nan
Flipped: Chat & Dating with AI,com.dating.ai ,1.6.0 ,PASS ,PASS ,nan
Connecteam Team Management App,com.connecteamco.Connecteam.app ,9.0.5 ,PASS ,PASS ,nan
Live Nation At The Concert,com.livenation.mobile.android.na ,9.1.0 ,PASS ,PASS ,nan
Freebie Alerts: Free Stuff App,com.rodolfogs.nextdooralerts ,3.8.3 ,PASS ,PASS ,nan
World of Hyatt,com.Hyatt.hyt ,6.6.0 ,PASS ,PASS ,nan
ParentVUE,com.FreeLance.ParentVUE ,8.9.10 ,PASS ,FAIL ,Launch Failed
Find the Alien - Alien Game,net.wyvernware.whosthealien ,2.15.3 ,PASS ,PASS ,nan
WeCraft Worlds,com.cdtg.we.craft ,1.2.32 ,PASS ,PASS ,nan
Illinois Lottery Official App,com.illinoislottery.illinoislottery ,NA ,FAIL ,NA ,Not compatible with this version
AFK Journey,com.farlightgames.igame.gp ,1.3.11 ,PASS ,PASS ,nan
RepairSolutions2,com.innova.rs2 ,2.4.7 ,PASS ,PASS ,nan
Scavenger Hunt,com.nnxshcwrkg.scavengerhunt ,185.0.1 ,PASS ,PASS ,nan
ONE@Work (formerly Even),com.even.harmony ,10.79.0 ,PASS ,PASS ,nan
8 Pool Master,com.afgame.app.poolball ,1.4.1 ,PASS ,PASS ,nan
Real Racing 3,com.ea.games.r3_na ,13.2.5 ,PASS ,PASS ,nan
Kids Games: For Toddlers 3-5,com.rvappstudios.baby.toddler.kids.games.learning.activity ,1.4.6 ,PASS ,PASS ,nan
Verizon Call Filter,com.vzw.ecid ,NA ,FAIL ,NA ,Not compatible with this version
Color Slide - Hexa Puzzle,com.awesome.puzzlehexasort ,1.14.0 ,PASS ,PASS ,nan
Barnes & Noble,com.barnesandnoble.app ,4.4.0 ,PASS ,PASS ,nan
Locket Widget,com.locket.Locket ,1.189.2 ,PASS ,PASS ,nan
Money Network® Mobile App,com.firstdata.moneynetwork ,16.0.0 ,PASS ,PASS ,nan
Aquarium Land  Fishbowl World,com.happykamp.aquariumland ,2.7.2 ,PASS ,PASS ,nan
AntiVirus Toolkit,com.utils.antivirustoolkit ,1.83,PASS ,PASS ,nan
Hinge Health,com.hingehealth.phoenix ,1.172.0 ,PASS ,PASS ,nan
DraftKings Pick6: Fantasy Game,com.draftkings.picksix ,NA ,FAIL ,NA ,Not compatible with this version
"Warhammer 40,000: Tacticus ",com.snowprintstudios.tacticus ,1.27.22 ,PASS ,PASS ,nan
MyHub (formerly MySites),com.tracfone.generic.mysites ,2.2.7 ,PASS ,PASS ,nan
Inbox Homescreen,com.eet.email.launcher ,NA ,FAIL ,NA ,Not compatible with this version
Dice Words - Fun Word Game,com.funcraft.dicewords ,2.0.21277 ,PASS ,PASS ,nan
HISTORY: Shows & Documentaries,com.aetn.history.watch ,6.11.0 ,PASS ,PASS ,nan
Wings of Heroes: plane games,it.rortos.aircombat ,NA ,FAIL ,NA ,Not compatible with this version
Spades Solitaire - Card Games,com.spades.solitaire.online.plus.offline.free.card.games ,1.19.0.20250115 ,PASS ,PASS ,nan
Frontline Heroes: WW2 Warfare,com.GnarlyGameStudio.FrontlineHeroes ,17.0.2 ,PASS ,PASS ,nan
ShinCraft: Speed Awakens,com.shincraft.speedawakens ,1.20.1.0.1-alpha-test ,PASS ,PASS ,nan
myPurina  Pet Rewards & Care,com.nestle.us.purina.fellowshipapp ,1.53.1 ,PASS ,PASS ,nan
FarmVille 3  Farm Animals,com.zynga.farmville3 ,1.56.47670 ,PASS ,PASS ,nan
The Children's Place,com.childrensplace.tcpmobileapp ,2503.1.0 ,PASS ,PASS ,nan
Avis Car Rental,com.avis.androidapp ,NA ,FAIL ,NA ,Not compatible with this version
Flame of Valhalla Global,com.eu.firegp ,2,PASS ,PASS ,nan
Fantasy Screw - Puzzle Game,com.match.screw.fantasy ,0.1.6 ,PASS ,PASS ,nan
Fish of Fortune,com.whalo.games.fishoffortune ,NA ,FAIL ,NA ,Not compatible with this version
Isekai:Slow Life,com.iskslowtest.mislen ,1.4125,PASS ,PASS ,nan
Macabre Color Paint By Number,com.art.pixel.pet.games.paint.color.by.numbers ,1.2.0 ,PASS ,PASS ,nan
Starfall,air.com.starfall.more ,3.2.92 ,PASS ,PASS ,nan
All-in-one Calculator Launcher,com.tip.calculator.unit.converter.android ,3.0.0 ,PASS ,PASS ,nan
QR Scanner - Barcode Scanner,com.appswing.qr.barcodescanner.barcodereader ,2.1.2 ,PASS ,PASS ,nan
Liberty Mutual Mobile,com.lmig.pm.internet.mobile.android.libertymutual ,NA ,FAIL ,NA ,Not compatible with this version
Avant,inc.zerofinancial.level ,2.4.0 ,PASS ,PASS ,nan
Royal Pin: King Adventure,com.gamee.dragon.kingdom.castle.match.story.puzzle ,4,PASS ,PASS ,nan
Castle - Make and Pla?y,xyz.castle ,168,PASS ,PASS ,nan
Watch Duty (Wildfire),org.watchduty.app ,2025.3.7 ,PASS ,PASS ,nan
Piano Magic Star 4: Music Game,com.pem.pianomagictiles ,2.18.3 ,PASS ,PASS ,nan
Fitbod: Workout & Gym Planner,com.fitbod.fitbod ,7.3.0-3 ,PASS ,PASS ,nan
Blood Pressure Tracker,com.cactus.tracker.bloodpressure ,NA ,FAIL ,NA ,Not compatible with this version
Monster Demolition - Giants 3D,com.monster.demolition ,1.4.11 ,PASS ,PASS ,nan
Washington Post,com.washingtonpost.android ,6.78.0 ,PASS ,PASS ,nan
V720,com.naxclow.v720 ,NA ,FAIL ,NA ,Not compatible with this version
Fairytale Color by number game,com.fairy.tale.happy.paint.by.number.coloring.game ,2.0.5 ,PASS ,PASS ,nan
Brightest Flashlight Launcher,com.flashlight.bright.led.light ,3.0.5 ,PASS ,PASS ,nan
Ocean Fun Balls - Lucky Crash,com.lkcrsonbl.ocean.luck ,1.0.2 ,PASS ,PASS ,nan
Skool,com.skool.skoolcommunities ,1.0.15 ,PASS ,PASS ,nan
Blood Donor,com.cube.arc.blood ,2.18.0 ,PASS ,PASS ,nan
Jewels Adventure Match Blast,com.puzzlegame.match.jewels.adventure ,3.0.5 ,PASS ,PASS ,nan
Number Clash - Math Game,loppipoppi.numbermatch ,1.21.1 ,PASS ,PASS ,nan
Cooking World® Restaurant Game,com.cooking.world.chef.craze.restaurant.fever.free ,1.17.3.1242 ,PASS ,PASS ,nan
Credit Genie: Get Cash Advance,com.creditgenie.app ,2.4.3 ,PASS ,PASS ,nan
Merge Cooking®,com.merge.cooking.theme.restaurant.food ,1.1.81 ,PASS ,PASS ,nan
Feeld: Open-Minded Dating App,co.feeld ,7.23.1 ,PASS ,PASS ,nan
Cube Block - Woody Puzzle Game,com.puzzle.pool.android ,3.34.0 ,PASS ,PASS ,nan
DuoMix: Incredible Spooky Beat,com.cff.colorbox.mustard ,4.6,PASS ,PASS ,nan
State Connect: Traffic Control,com.TwinCrab.Motorpolia ,1.138,PASS ,PASS ,nan
Chess Clash: Online & Offline,com.miniclip.chess ,8.7.0 ,PASS ,PASS ,nan
Bus Craze - Traffic Jam Puzzle,net.happywit.bus.craze ,1.3,PASS ,PASS ,nan
CIDER - Clothing & Fashion,com.cider ,NA ,FAIL ,NA ,Not compatible with this version
Yoshion - Pic Collage Maker,yoshion.pictures.jigsaw ,1.1.0 ,PASS ,PASS ,nan
Happy Hospital®: ASMR Blast,com.dragonplus.happyhospital ,1.0.63 ,PASS ,PASS ,nan
Translate Pro - Text & Voice,thxdroid.androidapp.translatepro ,NA ,FAIL ,NA ,App not found
Daily News: Local & Alerts,com.novanews.android.dailynews ,NA ,FAIL ,NA ,App not found
Fork N Sausage,com.kadka.forknsausage ,3.25.4 ,PASS ,PASS ,nan
Aiwit,com.eken.aiwit ,3.2.8 ,PASS ,PASS ,nan
Bubble Pop Dream: Bubble Shoot,sonic.bubbleshoot.classic ,1.11.0 ,PASS ,PASS ,nan
McAfee® Security for Metro®,com.wsandroid.suite.metropcs ,8.10.0.463 ,PASS ,PASS ,nan
Hard Rock Neverland Casino,com.wgames.en.neverlandcasino ,2.216.0 ,PASS ,PASS ,nan
Bible Gateway,com.csnmedia.android.bg ,7.0.22 ,PASS ,PASS ,nan
Bread Financial,com.lonoperationsllc.breadmobile ,4.3.1 ,PASS ,PASS ,nan
Back Market - Buy & Sell tech,com.backmarket ,5.1.1 ,PASS ,PASS ,nan
CheapOair: Cheap Flight Deals,com.fp.cheapoair ,4.0.194 ,PASS ,PASS ,nan
Find Fun Difference: Spot it!,find.spot.fun.relax.difference ,1.3.2 ,PASS ,PASS ,nan
Block Craze - Brain Exercise,com.asking.pulse.portion ,1.0.1 ,PASS ,PASS ,nan
DealDash - Bid & Save Auctions,com.dealdash ,5.21.35 ,PASS ,PASS ,nan
Mi Banco Mobile,com.popular.android.mibanco ,3.43.0 ,PASS ,PASS ,nan
Go Translate All Languages,com.fast.translatealllanguages.voice.translateapp.texttovoice.alllanguages.translator ,12.4,PASS ,PASS ,nan
Clean Planner,com.cleanplanner ,NA ,FAIL ,NA ,Not compatible with this version
Triple Match City,com.rc.cityCleaner ,2.6.5 ,PASS ,PASS ,nan
Vita Color for Seniors,com.vitastudio.color.paint.free.coloring.number ,1.8.12 ,PASS ,PASS ,nan
Chatbot AI - Search Assistant,com.codespaceapps.aichat ,2.7.4 ,PASS ,PASS ,nan
Mergedom: Home Design & Merge,com.mergedomhomedesign.game ,6.0.0 ,PASS ,PASS ,nan
Go Translate - Talk to World,com.all.language.ai.go.translate ,NA ,FAIL ,NA ,Not compatible with this version
Volume Booster - Sound Booster,volumebooster.soundspeaker.louder ,2.4.0.52 ,PASS ,PASS ,nan
Cube Solver,com.jeffprod.cubesolver ,NA ,FAIL ,NA ,Not compatible with this version
Block Puzzle,com.bigcake.android.bpdaily ,19.0.37 ,PASS ,PASS ,nan
Mahjong Game: 3D Tile Puzzle,mahjong.solitaire.free.senior.puzzle.games ,1.1.6 ,PASS ,PASS ,nan
Tropical Merge: Merge game,com.cleverapps.wondermerge ,1.426.7 ,PASS ,PASS ,nan
YoYa: Doll Avatar Maker,dress.up.yoyo.dollify.monster.girl.maker2 ,2.21,PASS ,PASS ,nan
Heart Rate Monitor - Pulse App,heartratemonitor.heartrate.pulse.pulseapp ,NA ,FAIL ,NA ,Not compatible with this version
Solitaire Deluxe® 2,com.gosub60.sol5 ,4.69.0 ,PASS ,PASS ,nan
Hangman Words:Two Player Games,hang.man.word.guessing.games ,1.4901,PASS ,PASS ,nan
Balls Merging Time,com.merging.time.game.foxd.balls.puzzle ,1.0.0 ,PASS ,PASS ,nan
Sandwich Runner,jp.co.dwango.HcgDW007SandwichRun ,0.3.40 ,PASS ,PASS ,nan
Ragdoll Playground,com.cdtg.ragdoll.playground ,1.12.4 ,PASS ,PASS ,nan
Hidden Letters: Can You Find?,art.of.find.hidden.object.puzzle.journey ,1.4.4 ,PASS ,PASS ,nan
OMRON connect,com.omronhealthcare.omronconnect ,7.23.1 ,PASS ,PASS ,nan
"PCH+ - Real Prizes, Fun Games",com.pch.pchworld ,4.5.1155 ,PASS ,PASS ,nan
Pengu - Virtual Pets,com.slay.pengu ,1.11.4 (3) ,PASS ,PASS ,nan
Publix Pharmacy,com.publix.pharmacyonline ,3.1.3 ,PASS ,PASS ,nan
Exxon Mobil Rewards+,com.webmarketing.exxonmpl ,NA ,FAIL ,NA ,Not compatible with this version
Hello Town,com.spcomes.hellotown ,2.28,PASS ,PASS ,nan
Georgia Lottery Official App,com.lottery.georgia ,NA ,FAIL ,NA ,Not compatible with this version
Nuts & Woods: Screw Puzzle,com.neapxnlhwk.woodnuts ,2.1.0 ,PASS ,PASS ,nan
Toyota Financial Services,com.tmcc.click2pay.mytfs ,10.2,PASS ,PASS ,nan
Bird Sort: Color Puzzle Game,com.globalplay.birdsort ,NA ,FAIL ,NA ,Not compatible with this version
Voice Recorder & Voice Memos,voicerecorder.audiorecorder.voice ,1.2.4.1 ,PASS ,PASS ,nan
Alice's Tile Story: Garden,com.AliceTile.Story.Secret.and ,1.0.8 ,PASS ,PASS ,nan
Papa Murphys Pizza,com.olo.papamurphys ,25.2.2025012901 ,PASS ,PASS ,nan
Survival 456 But It's Impostor,com.survival.squid.impostor ,1.9.16 ,PASS ,PASS ,nan
Hollywood Crush: Match3 puzzle,com.match.hollywood ,0.1.954 ,PASS ,PASS ,nan
Satisroom: Perfectly Organize,com.fc.sn.satisy.makeup.ocd.organizer ,1.29.0 ,PASS ,PASS ,nan
Gas Station: Junkyard Tycoon,gas.station.idle ,2.3,PASS ,PASS ,nan
Spider Fighting: Hero Game,com.ig.spider.fighting ,3.6.14 ,PASS ,PASS ,nan
Beatbox Survival: Mini Games,com.par.survival.master.challenge.music ,0.3,PASS ,PASS ,nan
Onet Puzzle - Tile Match Game,onet.tile.match.puzzle.android ,2.5.4 ,PASS ,PASS ,nan
Land Builder,com.game.perfectlands ,1.22.1 ,PASS ,PASS ,nan
Water Sorter,com.gimica.watersorter ,1.22,PASS ,PASS ,nan
Idle Magic School,com.IdleMagicSchool.jlyt ,2.9.8 ,PASS ,PASS ,nan
PDF Reader - All PDF Viewer,com.tsoft.pdfreader ,1.3.0 ,PASS ,PASS ,nan
JigFun-Jigsaw Puzzle HD Photo,com.jigfungame.jigsaw.puzzle ,1.0.6 ,PASS ,PASS ,nan
Michigan Lottery Official App,com.michiganlottery ,3.21.0 ,PASS ,PASS ,nan
Motive Driver,com.keeptruckin.android ,86.1,PASS ,PASS ,nan
Block Crazy Robo World Vip 3D,com.craftcitypro.game ,12.0.11 ,PASS ,PASS ,nan
BookFunnel,com.bookfunnel.bookfunnel ,2.4.10 ,PASS ,PASS ,nan
Foodventure Inc: Idle Tycoon,com.idle.food.venture.fast ,00.01.167 ,PASS ,PASS ,nan
Ask AI - Chat with AI Chatbot,com.codeway.chatapp ,2.8.4 ,PASS ,PASS ,nan
Line Drawing: No Lift Puzzle,com.bbg.one.line.puzzle.games ,0.3.0 ,PASS ,PASS ,nan
Elemental Gloves - Magic Power,com.elemental.gloves ,2.3.6 ,PASS ,PASS ,nan
UK ETA,uk.gov.HomeOffice.ho3 ,NA ,FAIL ,NA ,Not compatible with this version
Speedometer: GPS Speedometer,gps.speedometer.gpsspeedometer.odometer ,1.1.9 ,PASS ,PASS ,nan
Car Racing Game: Street Legend,com.d20c.pro.racer.driving.in.the.city.game ,1.2.5 ,PASS ,PASS ,nan
Merge Miners,com.tcg.fpsdungeonminer ,2.5.3 ,PASS ,PASS ,nan
WiZ Connected,com.wizconnected.wiz2 ,1.24.3 ,PASS ,PASS ,nan
Lotus Lantern,wl.smartled ,6.3.17 ,PASS ,PASS ,nan
myPhotoVault,com.asurion.android.mediabackup.vault.cricket ,1.13.94 ,PASS ,PASS ,nan
Woodforest Mobile Banking,com.woodforest ,24.10.31 ,PASS ,PASS ,nan
The Wall Street Journal.,wsj.reader_sp ,6.11.0.59 ,PASS ,PASS ,nan
Bambu Handy,bbl.intl.bambulab.com ,2.19.1 ,PASS ,PASS ,nan
Duet - Date & Meet New Friends,next.bondee.tech ,NA ,FAIL ,NA ,Not compatible with this version
Bend: Stretching & Flexibility,com.bowerydigital.bend ,4.4.1 ,PASS ,PASS ,nan
TheDaily,com.huub.tiger ,17.14.1 ,PASS ,PASS ,nan
Acima Leasing,com.acima.leasing ,3.5,PASS ,PASS ,nan
AI Chat?Ask Chatbot Assistant,com.mlink.ai.chat.assistant.robot ,1.7.5 ,PASS ,PASS ,nan
Picture Builder - Puzzle Game,com.hitappsgames.picturebuilder ,2.1.02 ,PASS ,PASS ,nan
Sky Tonight - Star Gazer Guide,com.vitotechnology.sky.tonight.map.star.walk ,2.1.4 ,PASS ,PASS ,nan
HondaLink,com.honda.hondalink.connect ,5.0.26 ,PASS ,FAIL ,Launch Failed
Goods Sort Master,com.merge6.mergeremove.goods ,87,PASS ,PASS ,nan
Ralphs,com.ralphs.mobile ,80.2,PASS ,PASS ,nan
ZBD: Earn Bitcoin Rewards,io.zebedee.wallet ,NA ,FAIL ,NA ,Not compatible with this version
Web Master: Stickman Superhero,com.games.webmaster ,2.6.3 ,PASS ,PASS ,nan
TheDaily,com.huub.viper ,17.14.0 ,PASS ,PASS ,nan
Priority Pass,com.prioritypass3 ,6.47.0 ,PASS ,PASS ,nan
Fast Launcher,com.clean.fast.launcher ,NA ,FAIL ,NA ,Not compatible with this version
Grand Criminal Online: Sandbox,ru.SOFFGames.gco ,1.3.5 ,PASS ,PASS ,nan
Video Browser,download.videobrowser.videobrowser ,1.1.1 ,PASS ,PASS ,nan
Couple Life 3D,com.millecrepestudios.couplelife ,1.3.23 ,PASS ,PASS ,nan
Pocket Piano,com.piano.pocket.music ,0.5.0 ,PASS ,PASS ,nan
Crunch Fitness,com.ideawork.icrunch ,5.11.0 ,PASS ,PASS ,nan
Manic,com.manic.reminder ,NA ,FAIL ,NA ,Not compatible with this version
EasyCut - Video Editor & Maker,com.video.editor.greattalent ,1.7.5.2144 ,PASS ,PASS ,nan
White Noise Lite,com.tmsoft.whitenoise.lite ,8.0.21 ,PASS ,PASS ,nan
Cleaner Toolbox,com.cleanertool.box ,1.1.2 ,PASS ,PASS ,nan
Real Car Driving Midnight Club,com.real.car.racing.stunt.master.driving.game ,1.6.5 ,PASS ,PASS ,nan
Shaw's Deals & Delivery,com.safeway.client.android.shaws ,NA ,FAIL ,NA ,Not compatible with this version
Kingland - Castle Adventure,com.TornadoBear.KingLand ,0.7.0 ,PASS ,PASS ,nan
Sprouts,net.groceryshopping.SproutsFarmersMarket ,20.58.1 ,PASS ,PASS ,nan
Age Of Sails,com.age.sails ,1.5.3 ,PASS ,PASS ,nan
Annoying Puzzle Game,com.gplay.annoying.puzzle.game ,1.3.7 ,PASS ,PASS ,nan
We Are Cooking: Taste of Life,com.matryoshka.cooking.vibes ,0.6.0.73 ,PASS ,PASS ,nan
Draw To Smash: Logic puzzle,com.smashing.draw2 ,1.21.66 ,PASS ,PASS ,nan
sendit,com.fullsenders.sendit ,24.6.0 ,PASS ,PASS ,nan
ConnectNetwork by GTL,net.gtl.mobile_app ,NA ,FAIL ,NA ,Not compatible with this version
Tap Gallery: Unpuzzle Images,com.tap.gallery ,0.12.0 ,PASS ,PASS ,nan
Word Madness,com.word.madness ,21.56.0 ,PASS ,PASS ,nan
Sherlock?Hidden Object Mystery,com.g5e.sherlock.android ,1.54.5405 ,PASS ,PASS ,nan
Nightmare Puzzles: The Unknown,com.fc.p.to.creepy.annoying.puzzle.story ,1.1.3 ,PASS ,FAIL ,Launch Failed
Wood Screw Puzzle,com.ig.screw.puzzle.nuts.botls ,2.23,PASS ,PASS ,nan
Oil Era - Idle Mining Tycoon,com.aliensidea.oiltycoon.overseas ,1.14.7 ,PASS ,PASS ,nan
Boy Stealth Escape: Runaway,com.my.school.boy.game ,1.3,PASS ,PASS ,nan
American Marksman,com.battlecreek.americanmarksman ,1.2.4 ,PASS ,PASS ,nan
MAJORITY: Mobile banking,com.majority.android ,NA ,FAIL ,NA ,Not compatible with this version
Tilescapes Match - Puzzle Game,com.playvalve.tm ,2.2.0 ,PASS ,PASS ,nan
Cat Snack Bar: Cute Food Games,com.tree.idle.catsnackbar ,1.0.170 ,PASS ,PASS ,nan
Bible Launcher-KJV & Prayer,com.biblelauncher.prayer.audiobiblekjv ,NA ,FAIL ,NA ,Not compatible with this version
Fambase: Live & Group Chat,com.fambase.venus ,NA ,FAIL ,NA ,Not compatible with this version
Apex Girl,com.a3.topgirl.gplay ,1.0.76 ,PASS ,PASS ,nan
MU: Dark Epoch,com.global.mus ,1.27.11 ,PASS ,PASS ,nan
Logo Master - Design & Maker,com.logomaster.logomaker ,3.0.6 ,PASS ,PASS ,nan
Euchre - Card Game Offline,com.euchre.solitaire.plus.offline.free.card.games ,1.3.6.20241010 ,PASS ,PASS ,nan
I Am Cat,com.NewFolderGames.IAmCat ,1.0.2 ,PASS ,PASS ,nan
WoohooCasino-Vegas Slot Games,lucky.jackpot.slot.vegas.casino.free.game.android ,0.0.50 ,PASS ,PASS ,nan
Messenger - Texting App,messenger.sms ,1.8.3 ,PASS ,PASS ,nan
Grant - Cash Advance,com.kikoff.theseus ,2.13.173 ,PASS ,PASS ,nan
Word Yatzy - Fun Word Puzzler,com.funcraft.whamzee ,1.19.21407 ,PASS ,PASS ,nan
Football Head Coach 25 NFL PA,com.gamebasics.afm ,25.1.6 ,PASS ,PASS ,nan
Tangle Color by Number Book,com.tangle.happy.paint.by.number.coloring.game ,1.0.6 ,PASS ,PASS ,nan
States Builder: Trade Empire,games.resourcer.hex ,1.8.1 ,PASS ,PASS ,nan
Nostalgia Color by number game,com.art.pixel.beauty.girl.games.paint.color.by.numbers ,1.1.9 ,PASS ,PASS ,nan
CDL Prep,com.jeffreydiaz.android.app.cdlprep ,9.5.1 ,PASS ,PASS ,nan
SpanningTiles,com.headlines.air.dance ,1.0.2 ,PASS ,PASS ,nan
OptumRx,com.optum.rx ,4.43.0 ,PASS ,PASS ,nan
PDF Reader - PDF Editor,pdf.reader.pdfviewer.pdfeditor ,1.5.2 ,PASS ,PASS ,nan
Language Learning | Pimsleur,com.simonandschuster.pimsleur.unified.android ,5.15,PASS ,PASS ,nan
Spider Solitaire Classic,solitaire.spider.card.free.mania ,1.5.5 ,PASS ,PASS ,nan
MyNISSAN®,com.nissan.mynissan ,6.3.67 ,PASS ,PASS ,nan
Conflict of Nations: WW3,com.doradogames.conflictnations.worldwar3 ,0.205,PASS ,PASS ,nan
Possible: Fast Cash & Credit,com.possible_mobile ,2.3.1 ,PASS ,PASS ,nan
Live Weather: Weather Forecast,com.weather.nold.forecast ,1.1.36 ,PASS ,PASS ,nan
Skyline Bowling,com.thebosokacompany.skylinebowling ,3.12.5 ,PASS ,PASS ,nan
Color Up - Color By Number,classic.relax.happy.color.by.number.game ,1.3.8 ,PASS ,PASS ,nan
Nuts and Bolts: Sort Puzzle,com.apollo.nuts.bolts.sort ,1.6.0 ,PASS ,PASS ,nan
Fruit Merge-Juicy Melon Puzzle,com.game.fruitmerge ,3.0.5 ,PASS ,PASS ,nan
Airport Master - Plane Tycoon,com.wireless.airportmaster ,1.58,PASS ,PASS ,nan
Lingvano: Sign Language - ASL,com.lingvano.app ,4.2.1 ,PASS ,PASS ,nan
Owlet Dream,com.owletcare.sleep ,3.12.0 ,PASS ,PASS ,nan
Draw Block Gladiator,com.kayac.draw_block_gladiator ,78,PASS ,PASS ,nan
Fly Challenge: Build a Plane!,com.mmc.flychallenge ,1.17.8 ,PASS ,PASS ,nan
Makeup Stylist: Makeup Game,diy.makeup.master.artist.stylist ,2.701,PASS ,PASS ,nan
Color Match,com.JacobVanHaag.ColorMatch ,3.35,PASS ,PASS ,nan
Screen Recorder Video Recorder,recorder.screenrecorder.videoeditor ,1.5.0.1 ,PASS ,PASS ,nan
Solitaire Classic: Card Game,com.niuaigo.solitaire.klondike ,1.1.6 ,PASS ,PASS ,nan
FAMILIES | TalkingPoints,org.talkingpoints.parents ,4.2433.2 ,PASS ,PASS ,nan
Who Dies Last?,com.games.whodiesfirst ,6.4,PASS ,PASS ,nan
Plamfy: Live Stream Video Chat,com.plamfy.platform ,1.4.0 ,PASS ,PASS ,nan
Smart Remote - Easy TV Control,com.rokutv.remote.app ,1.2.3 ,PASS ,PASS ,nan
HotelTonight: Hotel Deals,com.hoteltonight.android.prod ,25.3.0 ,PASS ,PASS ,nan
